0, 0, Header, 1, 17, 480
1, 0, Start_track
1, 0, Title_t, "untitled"
1, 0, Copyright_t, "Copyright © 1996 by David J. Grossman"
1, 0, Text_t, "David J. Grossman"
1, 0, SMPTE_offset, 96, 0, 3, 0, 0
1, 0, Time_signature, 4, 2, 24, 8
1, 0, Key_signature, -1, "major"
1, 0, Tempo, 1764706
1, 0, End_track
2, 0, Start_track
2, 0, MIDI_port, 0
2, 0, Title_t, "Solo Violin"
2, 0, Program_c, 0, 40
2, 0, Control_c, 0, 7, 100
2, 0, Control_c, 0, 10, 69
2, 0, Note_on_c, 0, 69, 100
2, 120, Note_on_c, 0, 69, 0
2, 120, Note_on_c, 0, 70, 100
2, 240, Note_on_c, 0, 70, 0
2, 240, Note_on_c, 0, 72, 100
2, 360, Note_on_c, 0, 72, 0
2, 360, Note_on_c, 0, 77, 100
2, 480, Note_on_c, 0, 77, 0
2, 480, Note_on_c, 0, 79, 100
2, 600, Note_on_c, 0, 79, 0
2, 600, Note_on_c, 0, 76, 100
2, 720, Note_on_c, 0, 76, 0
2, 720, Note_on_c, 0, 77, 100
2, 840, Note_on_c, 0, 77, 0
2, 840, Note_on_c, 0, 69, 100
2, 960, Note_on_c, 0, 69, 0
2, 960, Note_on_c, 0, 74, 100
2, 1080, Note_on_c, 0, 74, 0
2, 1080, Note_on_c, 0, 70, 100
2, 1200, Note_on_c, 0, 70, 0
2, 1200, Note_on_c, 0, 72, 100
2, 1440, Note_on_c, 0, 72, 0
2, 1560, Note_on_c, 0, 70, 100
2, 1680, Note_on_c, 0, 70, 0
2, 1680, Note_on_c, 0, 69, 100
2, 1800, Note_on_c, 0, 69, 0
2, 1800, Note_on_c, 0, 67, 100
2, 1920, Note_on_c, 0, 67, 0
2, 1920, Note_on_c, 0, 65, 100
2, 2040, Note_on_c, 0, 65, 0
2, 2040, Note_on_c, 0, 64, 100
2, 2160, Note_on_c, 0, 64, 0
2, 2160, Note_on_c, 0, 62, 100
2, 2280, Note_on_c, 0, 62, 0
2, 2280, Note_on_c, 0, 65, 100
2, 2400, Note_on_c, 0, 65, 0
2, 2400, Note_on_c, 0, 67, 100
2, 2520, Note_on_c, 0, 67, 0
2, 2520, Note_on_c, 0, 69, 100
2, 2640, Note_on_c, 0, 69, 0
2, 2640, Note_on_c, 0, 70, 100
2, 2760, Note_on_c, 0, 70, 0
2, 2760, Note_on_c, 0, 74, 100
2, 2880, Note_on_c, 0, 74, 0
2, 2880, Pitch_bend_c, 0, 16383
2, 2880, Note_on_c, 0, 70, 100
2, 2910, Pitch_bend_c, 0, 8192
2, 2940, Pitch_bend_c, 0, 16383
2, 2970, Pitch_bend_c, 0, 8192
2, 3000, Note_on_c, 0, 70, 0
2, 3000, Note_on_c, 0, 69, 100
2, 3120, Note_on_c, 0, 69, 0
2, 3120, Note_on_c, 0, 69, 100
2, 3360, Note_on_c, 0, 69, 0
2, 3480, Note_on_c, 0, 69, 100
2, 3600, Note_on_c, 0, 69, 0
2, 3600, Note_on_c, 0, 70, 100
2, 3720, Note_on_c, 0, 70, 0
2, 3720, Note_on_c, 0, 72, 100
2, 3840, Note_on_c, 0, 72, 0
2, 3840, Note_on_c, 0, 74, 100
2, 3960, Note_on_c, 0, 74, 0
2, 3960, Note_on_c, 0, 69, 100
2, 4080, Note_on_c, 0, 69, 0
2, 4080, Note_on_c, 0, 70, 100
2, 4200, Note_on_c, 0, 70, 0
2, 4200, Note_on_c, 0, 74, 100
2, 4320, Note_on_c, 0, 74, 0
2, 4320, Note_on_c, 0, 79, 100
2, 4440, Note_on_c, 0, 79, 0
2, 4440, Note_on_c, 0, 81, 100
2, 4560, Note_on_c, 0, 81, 0
2, 4560, Note_on_c, 0, 82, 100
2, 4680, Note_on_c, 0, 82, 0
2, 4680, Note_on_c, 0, 79, 100
2, 4800, Note_on_c, 0, 79, 0
2, 4800, Note_on_c, 0, 77, 100
2, 4920, Note_on_c, 0, 77, 0
2, 4920, Note_on_c, 0, 76, 100
2, 5040, Note_on_c, 0, 76, 0
2, 5040, Note_on_c, 0, 74, 100
2, 5160, Note_on_c, 0, 74, 0
2, 5160, Note_on_c, 0, 72, 100
2, 5280, Note_on_c, 0, 72, 0
2, 5280, Note_on_c, 0, 77, 100
2, 5400, Note_on_c, 0, 77, 0
2, 5400, Note_on_c, 0, 65, 100
2, 5520, Note_on_c, 0, 65, 0
2, 5520, Note_on_c, 0, 64, 100
2, 5640, Note_on_c, 0, 64, 0
2, 5640, Note_on_c, 0, 65, 100
2, 5760, Note_on_c, 0, 65, 0
2, 5760, Note_on_c, 0, 67, 100
2, 5880, Note_on_c, 0, 67, 0
2, 5880, Note_on_c, 0, 64, 100
2, 6000, Note_on_c, 0, 64, 0
2, 6000, Note_on_c, 0, 65, 100
2, 6120, Note_on_c, 0, 65, 0
2, 6120, Note_on_c, 0, 74, 100
2, 6240, Note_on_c, 0, 74, 0
2, 6240, Note_on_c, 0, 64, 100
2, 6360, Note_on_c, 0, 64, 0
2, 6360, Note_on_c, 0, 67, 100
2, 6480, Note_on_c, 0, 67, 0
2, 6480, Note_on_c, 0, 72, 100
2, 6600, Note_on_c, 0, 72, 0
2, 6600, Note_on_c, 0, 70, 100
2, 6720, Note_on_c, 0, 70, 0
2, 6720, Pitch_bend_c, 0, 12288
2, 6720, Note_on_c, 0, 69, 100
2, 6760, Pitch_bend_c, 0, 8192
2, 6800, Pitch_bend_c, 0, 12288
2, 6840, Pitch_bend_c, 0, 8192
2, 6960, Note_on_c, 0, 69, 0
2, 6960, Note_on_c, 0, 67, 100
2, 7080, Note_on_c, 0, 67, 0
2, 7080, Note_on_c, 0, 65, 100
2, 7200, Note_on_c, 0, 65, 0
2, 7200, Note_on_c, 0, 74, 100
2, 7440, Note_on_c, 0, 74, 0
2, 7440, Note_on_c, 0, 74, 100
2, 7680, Note_on_c, 0, 74, 0
2, 7680, Note_on_c, 0, 74, 100
2, 7920, Note_on_c, 0, 74, 0
2, 7920, Note_on_c, 0, 72, 100
2, 8160, Note_on_c, 0, 72, 0
2, 8160, Note_on_c, 0, 77, 100
2, 8400, Note_on_c, 0, 77, 0
2, 8400, Note_on_c, 0, 77, 100
2, 8640, Note_on_c, 0, 77, 0
2, 8640, Note_on_c, 0, 77, 100
2, 8880, Note_on_c, 0, 77, 0
2, 8880, Note_on_c, 0, 76, 100
2, 9240, Note_on_c, 0, 76, 0
2, 9240, Note_on_c, 0, 81, 100
2, 9360, Note_on_c, 0, 81, 0
2, 9360, Note_on_c, 0, 74, 100
2, 9480, Note_on_c, 0, 74, 0
2, 9480, Note_on_c, 0, 72, 100
2, 9600, Note_on_c, 0, 72, 0
2, 9600, Note_on_c, 0, 71, 100
2, 9720, Note_on_c, 0, 71, 0
2, 9720, Note_on_c, 0, 67, 100
2, 9840, Note_on_c, 0, 67, 0
